taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,noteType,main_common_name
13006,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Megaptera,Megaptera novaeangliae,"(Borowski, 1781)",,,,LC,Humpback Whale
13008,ANIMALIA,ANNELIDA,CLITELLATA,MEGADRILACEAE,MEGASCOLECIDAE,Megascolides,Megascolides australis,"McCoy, 1878",,,,EN,Giant Gippsland Earthworm
13013,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Megupsilon,Megupsilon aporus,"Miller &amp; Walters, 1972",,,,EX,Catarina Pupfish
13014,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Meladema,Meladema imbricata,"Wollaston, 1871",,,,CR,
13015,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Meladema,Meladema lanio,"Falkenstrom, 1938",,,,VU,
13022,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PACHYCHILIDAE,Madagasikara,Madagasikara madagascarensis,"(Grateloup, 1840)",,,,EN,
13032,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Melanobatrachus,Melanobatrachus indicus,"Beddome, 1878",,,,EN,Orange Black Tubercled Indian Microhylid
13038,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Melanochelys,Melanochelys tricarinata,"(Blyth, 1856)",,,,EN,Tricarinate Hill Turtle
13039,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Melanochelys,Melanochelys trijuga,"(Schweigger, 1812)",,,,LC,Indian Black Turtle
13045,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,GADIDAE,Melanogrammus,Melanogrammus aeglefinus,"(Linnaeus, 1758)",,,,VU,Haddock
13046,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Melanomys,Melanomys caliginosus,"(Tomes, 1860)",,,,LC,Dusky Rice Rat
13047,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Melanomys,Melanomys robustulus,"Thomas, 1914",,,,LC,Robust Dark Rice Rat
13048,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Melanomys,Melanomys zunigae,"(Sanborn, 1949)",,,,CR,Zuniga's Dark Rice Rat
13053,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,ALLIGATORIDAE,Melanosuchus,Melanosuchus niger,"(Spix, 1825)",,,,LR/cd,Black Caiman
13054,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia eachamensis,"Allen &amp; Cross, 1982",,,,EN,Lake Eacham Rainbowfish
13055,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia ajamaruensis,"Allen &amp; Cross, 1980",,,,CR,Ajamaru Lakes Rainbowfish
13056,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia angfa,"Allen, 1990",,,,LC,Yakati Rainbowfish
13057,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia arfakensis,"Allen, 1990",,,,EN,Arfak Rainbowfish
13058,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia boesemani,"Allen &amp; Cross, 1980",,,,EN,Boeseman's Rainbowfish
13059,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia catherinae,"(de Beaufort, 1910)",,,,LC,Waigeo Rainbowfish
13060,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia corona,"Allen, 1982",,,,CR,Corona Rainbowfish
13061,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia exquisita,"Allen, 1978",,,,LC,Exquisite Rainbowfish
13062,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia gracilis,"Allen, 1978",,,,EN,Slender Rainbowfish
13063,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia herbertaxelrodi,"Allen, 1981",,,,VU,Lake Tebera Rainbowfish
13064,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia iris,"Allen, 1987",,,,VU,Strickland Rainbowfish
13065,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia lacustris,"Munro, 1964",,,,EN,Lake Kutubu Rainbowfish
13066,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia maylandi,"Allen, 1983",,,,VU,Mayland's Rainbowfish
13067,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia misoolensis,"Allen, 1982",,,,LC,Misool Rainbowfish
13068,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia monticola,"Allen, 1980",,,,NT,Mountain Rainbowfish
13069,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia ogilbyi,"Weber, 1910",,,,VU,Ogilby's Rainbowfish
13070,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia oktediensis,"Allen &amp; Cross, 1980",,,,CR,Oktedi Rainbowfish
13071,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia papuae,"Allen, 1981",,,,VU,Papuan Rainbowfish
13072,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia parva,"Allen, 1990",,,,CR,Lake Kurumoi Rainbowfish
13073,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia pimaensis,"Allen, 1981",,,,LC,Pima River Rainbowfish
13074,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia praecox,"(Weber &amp; de Beaufort, 1922)",,,,LC,Dwarf Rainbowfish
13075,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia pygmaea,"Allen, 1978",,,,VU,Pygmy Rainbowfish
13076,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia sexlineata,"(Munro, 1964)",,,,EN,Fly River Rainbowfish
13077,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,MELANOTAENIIDAE,Melanotaenia,Melanotaenia vanheurni,"(Weber &amp; de Beaufort, 1922)",,,,LC,Van Heurn's Rainbowfish
13079,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melasmothrix,Melasmothrix naso,"Miller &amp; Hollister, 1921",,,,DD,Diurnal Sulawesian Shrew Rat
13098,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Meliobba,Meliobba shafferyi,"Iredale, 1940",,,,LR/nt,Mossman Gorge Treesnail
13110,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,Melogale everetti,"(Thomas, 1895)",,,,EN,Bornean Ferret Badger
13114,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys aerosus,"(Thomas, 1920)",,,,EN,Dusky Seram Melomys
13115,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys bougainville,"Troughton, 1936",,,,DD,Bougainville Melomys
13116,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys burtoni,"(Ramsay, 1887)",,,,LC,Grassland Melomys
13117,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys capensis,"Tate, 1951",,,,LC,Cape York Melomys
13118,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys cervinipes,"(Gould, 1852)",,,,LC,Fawn-footed Melomys
13119,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Protochromys,Protochromys fellowsi,"(Hinton, 1943)",,,,LC,Red-bellied Protochromys
13120,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys fraterculus,"(Thomas, 1920)",,,,EN,Manusela Melomys
13122,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mammelomys,Mammelomys lanosus,"(Thomas, 1922)",,,,LC,Highland Mammelomys
13123,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys leucogaster,"(Jentink, 1908)",,,,LC,White-bellied Melomys
13124,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,Paramelomys levipes,"(Thomas, 1897)",,,,LC,Papuan Lowland Paramelomys
13125,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,Paramelomys lorentzii,"(Jentink, 1908)",,,,LC,Lorentz’s Paramelomys
13126,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,Paramelomys mollis,"(Thomas, 1913)",,,,LC,Montane Soft-furred Paramelomys
13127,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,Paramelomys moncktoni,"(Thomas, 1904)",,,,LC,Moncton's Paramelomys
13128,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys obiensis,"(Thomas, 1911)",,,,LC,Obi Island Melomys
13129,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,Paramelomys platyops,"(Thomas, 1906)",,,,LC,Common Lowland Paramelomys
13130,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mammelomys,Mammelomys rattoides,"(Thomas, 1922)",,,,LC,Lowland Mammelomys
13131,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Paramelomys,Paramelomys rubex,"(Thomas, 1922)",,,,LC,Mountain Paramelomys
13132,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys rubicola,"Thomas, 1924",,,,EX,Bramble Cay Melomys
13133,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,Melomys rufescens,"(Alston, 1877)",,,,LC,Black-tailed Melomys
13139,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,Melonycteris melanops,"Dobson, 1877",,,,LC,Black-bellied Blossom Bat
13140,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,Melonycteris woodfordi,"Thomas, 1887",,,,LC,Woodford's Blossom Bat
13141,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Melonycteris,Melonycteris fardoulisi,"Flannery, 1993",,,,NT,Fardoulis's Blossom Bat
13143,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Melursus,Melursus ursinus,"(Shaw, 1791)",,,,VU,Sloth Bear
13144,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Menetes,Menetes berdmorei,"(Blyth, 1849)",,,,LC,Berdmore’s Squirrel
13145,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,Menidia conchorum,"Hildebrand &amp; Ginsburg, 1927",,,,EN,Key Silverside
13146,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,Menidia extensa,"Hubbs & Raney, 1946",,,,VU,Waccamaw Silverside
13155,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Pallidelix,Pallidelix bennetti,"(Brazier, 1872)",,,,VU,Bennett's Woodland Snail
13156,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Meridolum,Meridolum corneovirens,"(Pfeiffer, 1851)",,,,EN,Cumberland Land Snail
13157,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Meridolum,Meridolum marshalli,"McLauchlan, 1951",,,,LR/nt,Hacking River Forest Snail
13158,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Pommerhelix,Pommerhelix depressa,"(Hedley, 1901)",,,,VU,Jenolan Caves Woodland Snail
13159,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones arimalius,"Cheesman &amp; Hinton, 1924",,,,LC,Arabian Jird
13160,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones chengi,"Wang, 1964",,,,LC,Cheng's Jird
13161,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones crassus,"Sundevall, 1842",,,,LC,Sundevall's Jird
13162,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones dahli,"Shidlovsky, 1962",,,,EN,Dahl's Jird
13163,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones hurrianae,"Jordon, 1867",,,,LC,Indian Desert Gerbil
13164,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones libycus,"Lichtenstein, 1823",,,,LC,Libyan Jird
13165,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones meridianus,"(Pallas, 1773)",,,,LC,Mid-day Gerbil
13166,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones persicus,"(Blanford, 1875)",,,,LC,Persian Jird
13167,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones rex,"Yerbury &amp; Thomas, 1895",,,,LC,King Jird
13168,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones sacramenti,"Thomas, 1922",,,,VU,Buxton's Jird
13169,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones tamariscinus,"Pallas, 1773",,,,LC,Tamarisk Gerbil
13170,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones tristrami,"Thomas, 1892",,,,LC,Tristram's Jird
13171,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones unguiculatus,"(Milne-Edwards, 1867)",,,,LC,Mongolian Gerbil
13172,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones vinogradovi,"Heptner, 1931",,,,LC,Vinogradov's Jird
13173,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Meriones,Meriones zarudnyi,"Heptner, 1937",,,,DD,Zarundny's Jird
13198,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Mertensiella,Mertensiella caucasica,"(Waga, 1876)",,,,VU,Caucasian Salamander
13209,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Mesechinus,Mesechinus hughi,"(Thomas, 1908)",,,,LC,Hugh's Hedgehog
13211,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mesembriomys,Mesembriomys gouldii,"(Gray, 1843)",,,,VU,Black-footed Tree-rat
13212,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mesembriomys,Mesembriomys macrurus,"(Peters, 1876)",,,,NT,Golden-backed Tree-rat
13215,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,Mesocapromys angelcabrerai,"(Varona, 1979)",,,,CR,Cabrera's Hutia
13216,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,Mesocapromys auritus,"(Varona, 1970)",,,,EN,Large-eared Hutia
13217,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,Mesocapromys nanus,"(G.M. Allen, 1917)",,,,CR,Dwarf Hutia
13218,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Mesocapromys,Mesocapromys sanfelipensis,"(Varona &amp; Garrido, 1970)",,,,CR,Little Earth Hutia
13219,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,Mesocricetus auratus,"(Waterhouse, 1839)",,,,VU,Golden Hamster
13220,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,Mesocricetus brandti,"(Nehring, 1898)",,,,NT,Brandt's Hamster
13221,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,Mesocricetus newtoni,"(Nehring, 1898)",,,,NT,Romanian Hamster
13222,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Mesocricetus,Mesocricetus raddei,"(Nehring, 1894)",,,,LC,Ciscaucasian Hamster
13223,ANIMALIA,ARTHROPODA,MAXILLOPODA,CYCLOPOIDA,CYCLOPIDAE,Mesocyclops,Mesocyclops insulensis,"Dussart, 1982",,,,VU,
13224,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Mesodon,Mesodon archeri,"Pilsbry, 1940",,,,DD,Archer's Toothed Land Snail
13225,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Mesodon,Mesodon clarki ssp. nantahala,"(Clench &amp; Banks, 1932)",ssp.,nantahala,,DD,Noonday Snail
13226,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Mesodon,Mesodon clausus ssp. trossulus,"(Hubricht, 1966)",ssp.,trossulus,,DD,Banded Mesodon
13227,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Mesodon,Mesodon clenchi,"(Rehder, 1932)",,,,EN,Clench's Middle-toothed Land Snail
13228,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Mesodon,Mesodon jonesianus,"(Archer, 1938)",,,,DD,Jones' Middle-toothed Land Snail
13230,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Vincentrachia,Vincentrachia desmonda,"(Solem, 1985)",,,,LR/nt,
13231,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Mesodontrachia,Mesodontrachia fitzroyana,"Solem, 1985",,,,LR/nt,
13232,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Mesogobius,Mesogobius batrachocephalus,"(Pallas, 1814)",,,,LC,Toad Goby
13233,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Makalata,Makalata didelphoides,"(Desmarest, 1817)",,,,LC,Brazilian Spiny Tree Rat
13234,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Mesomys,Mesomys hispidus,"(Desmarest, 1817)",,,,LC,Spiny Tree Rat
13235,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Mesomys,Mesomys leniceps,"Thomas, 1926",,,,DD,Woolly-headed Spiny Tree Rat
13236,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Makalata,Makalata obscura,"(Wagner, 1840)",,,,DD,Dark Armored Tree-rat
13237,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Mesomys,Mesomys stimulax,"Thomas, 1911",,,,LC,Surinam Spiny Tree Rat
13238,ANIMALIA,ANNELIDA,POLYCHAETA,NERILLIDA,NERILLIDAE,Mesonerilla,Mesonerilla prospera,"Sterrer &amp; Iliffe, 1982",,,,CR,
13239,ANIMALIA,ONYCHOPHORA,UDEONYCHOPHORA,EUONYCHOPHORA,PERIPATIDAE,Mesoperipatus,Mesoperipatus tholloni,"(Bouvier, 1898)",,,,DD,
13240,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Mesophylla,Mesophylla macconnelli,"Thomas, 1901",,,,LC,Macconnell's Bat
13241,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon bidens,"(Sowerby, 1804)",,,,LC,Sowerby's Beaked Whale
13242,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon bowdoini,"Andrews, 1908",,,,DD,Andrew's Beaked Whale
13243,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon carlhubbsi,"Moore, 1963",,,,DD,Hubbs' Beaked Whale
13244,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon densirostris,"(Blainville, 1817)",,,,LC,Blainville's Beaked Whale
13245,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon europaeus,"(Gervais, 1855)",,,,LC,Gervais' Beaked Whale
13247,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon grayi,"Von Haast, 1876",,,,LC,Gray's Beaked Whale
13248,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon hectori,"(Gray, 1871)",,,,DD,Hector's Beaked Whale
13249,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon layardii,"(Gray, 1865)",,,,LC,Strap-toothed Whale
13250,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon mirus,"True, 1913",,,,LC,True's Beaked Whale
13251,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon peruvianus,"Reyes, Mead &amp; Van Waerebeek, 1991",,,,LC,Pygmy Beaked Whale
13252,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon stejnegeri,"True, 1885",,,,NT,Stejneger's Beaked Whale
13255,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,TETRAGNATHIDAE,Meta,Meta dolloff,"Levi, 1980",,,,VU,Dolloff Cave Spider
13257,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYCNEMIDIDAE,Spesbona,Spesbona angusta,"(Selys, 1863)",,,,EN,Mauve Bluet
13258,ANIMALIA,ARTHROPODA,MAXILLOPODA,CYCLOPOIDA,CYCLOPIDAE,Metacyclops,Metacyclops campestris,"Reid, 1987",,,,LR/cd,
13259,ANIMALIA,ARTHROPODA,MAXILLOPODA,CYCLOPOIDA,CYCLOPIDAE,Metacyclops,Metacyclops gasparoi,"Stoch, 1987",,,,VU,
13260,ANIMALIA,ARTHROPODA,MAXILLOPODA,CYCLOPOIDA,CYCLOPIDAE,Metacyclops,Metacyclops postojnae,"Brancelj, 1987",,,,VU,
13261,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Metadiaptomus,Metadiaptomus capensis,"(Sars, 1907)",,,,VU,
13262,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Metadiaptomus,Metadiaptomus purcelli,"(Sars, 1907)",,,,VU,
13273,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,TRICHONISCIDAE,Metatrichoniscoides,Metatrichoniscoides celticus,"Oliver &amp; Trew, 1981",,,,VU,Celtic woodlouse
13274,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,HESPERIIDAE,Metisella,Metisella syrinx,"(Trimen, 1868)",,,,VU,Bamboo Sylph
13276,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Metrioptera,Metrioptera domogledi,"(Brunner v. Wattenwyl, 1882)",,,,VU,
13277,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,CIROLANIDAE,Mexilana,Mexilana saluposi,"Bowman, 1975",,,,VU,
13279,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Mexipyrgus,Mexipyrgus churinceanus ssp. quadripaludium,"(Taylor, 1966)",ssp.,quadripaludium,,VU,Mexipyrgus De Churince Snail
13284,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Mexipyrgus,Mexipyrgus churinceanus ssp. carranzae,"Taylor, 1966",ssp.,carranzae,,VU,Mexipyrgus De Carranza Snail
13285,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Mexipyrgus,Mexipyrgus churinceanus ssp. churinceanus,"Taylor, 1966",ssp.,churinceanus,,VU,Mexipyrgus De Churince Snail
13286,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Mexipyrgus,Mexipyrgus churinceanus ssp. escobedae,"Taylor, 1966",ssp.,escobedae,,VU,Mexipyrgus De Escobeda Snail
13287,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Mexipyrgus,Mexipyrgus churinceanus ssp. lugoi,"Taylor, 1966",ssp.,lugoi,,VU,Mexipyrgus De Lugo Snail
13288,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Mexipyrgus,Mexipyrgus churinceanus ssp. mojarralis,"Taylor, 1966",ssp.,mojarralis,,VU,Mexipyrgus De West El Mojarral Snail
13289,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Mexipyrgus,Mexipyrgus churinceanus ssp. multilineatus,"Taylor, 1966",ssp.,multilineatus,,VU,Mexipyrgus De East El Mojarral Snail
13290,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,STENASELLIDAE,Mexistenasellus,Mexistenasellus coahuila,"Cole &amp; Minkley, 1972",,,,EN,
13291,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,STENASELLIDAE,Mexistenasellus,Mexistenasellus parzefalli,"Magniez, 1972",,,,VU,Parzefall's Stenasellid
